STT;TenNgoaite;Ngoaite;TyGiaNgoaiTe-VND;Thang;Nam
156;RUP XO VIET;USR;8745;5;2023
157;PESO URUGUAYO;UYU;1286;5;2023
158;UZBEKISTAN SUM;UZS;8494;5;2023
159;BOLIVAR;VEF;610;5;2023
160;VATU;VUV;2;5;2023
161;TALA;WST;8285;5;2023
162;CFA FRANC BEAC;XAF;5;5;2023
163;EAST CARIBEAN DOLLAR;XCD;21;5;2023
164;CFA FRANC BEAC;XAF;5;5;2023
165;CFP FRANC;XPF;6487;5;2023
166;YEMENI RIAL;YER;175;5;2023
167;RAND;ZAR;2699;5;2023
168;KWACHA;ZMK;3;5;2023
;ĐÔLA Mỹ ;USD;23612;5;2023
1;UAE DIRHAM;AED;6434;4;2023
2;AFGHAN AFGHANI;AFN;272;4;2023
3;LEK;ALL;228;4;2023
4;ARMENIAN DRAM;AMD;61;4;2023
5;NETHANTILLIAN GUILDER;ANG;13271;4;2023
6;ANGOLAN KWANZA;AOA;47;4;2023
7;KWANZA REAJUSTADO;AOR;47;4;2023
8;ARGENTINE PESO;ARS;113;4;2023
9;AUSTRALIAN DOLLAR;AUD;15803;4;2023
10;ARUBAN GUILDER;AWG;13271;4;2023
11;AZERBAIJANIAN MANAT;AZN;13896;4;2023
12;CONVERTIBLE MARKS;BAM;13197;4;2023
13;BARBADOS DOLLAR;BBD;11812;4;2023
14;TAKA;BDT;220;4;2023
15;LEV;BGN;13197;4;2023
16;BAHARAINI DINAR;BHD;62166;4;2023
17;BURUNDI FRANC;BIF;11;4;2023
18;BERMUDIAN DOLLAR;BMD;23623;4;2023
19;BRUNEI DOLLAR;BND;17762;4;2023
20;BOLIVIANO;BOB;3449;4;2023
21;MVDOL;BOV;3449;4;2023
22;BRAZILIAN REAL;BRL;4521;4;2023
23;BAHAMIAN DOLLAR;BSD;23623;4;2023
24;NGULTRUM;BTN;288;4;2023
25;PULA;BWP;1807;4;2023
26;BELARUSIAN RUBLE;BYB;1;4;2023
27;BELIZE DOLLAR;BZD;11871;4;2023
28;CANADIAN DOLLAR;CAD;17271;4;2023
29;FRANC CONGOLAIS;CDF;11;4;2023
30;UNIDADES DE FOMENTO;CLF;30;4;2023
31;CHILEAN PESO;CLP;30;4;2023
32;YAN RENMINBI;CNY;3419;4;2023
33;COLOMBIAN PESO;COP;5;4;2023
34;COSTA RICAN COLON;CRC;44;4;2023
35;CZECH KORUNA;CZK;1096;4;2023
36;CUBAN PESO;CUP;984;4;2023
37;CAPE VERDE ESCUDO;CVE;234;4;2023
38;CZECH KORUNA;CZK;1096;4;2023
39;SWISS FRANC;CHF;25423;4;2023
40;EAST GERMAN MARK;DDM;10641;4;2023
41;DEUTSCH MARK;DEM;10641;4;2023
42;DJIBOUTI FRANC;DJF;133;4;2023
43;DANISH KRONE;DKK;3386;4;2023
44;DOMINICAN PESO;DOP;432;4;2023
45;ALGERIAN DINAR;DZD;175;4;2023
46;SUCRE;ECS;1;4;2023
47;UNIDAD DE VALOR CONSTANTE (UVC);ECV;1;4;2023
48;EGYPTIAN POUND;EGP;768;4;2023
49;NAKFA;ERN;1575;4;2023
50;ETHIOPIAN BIRR;ETB;438;4;2023
51;EURO;EUR;25203;4;2023
52;FIJI DOLLAR;FJD;10593;4;2023
53;FALKLAND ISLANDS POUND;FKP;19206;4;2023
54;FRENCH FRANC;FRF;3179;4;2023
55;POUND STERLING;GBP;28529;4;2023
56;LARI;GEL;9337;4;2023
57;CEDI;GHC;3;4;2023
58;DALASI;GMD;379;4;2023
59;GUINEA FRANC;GNF;3;4;2023
60;QUETZAL;GTQ;3032;4;2023
61;GUINEA BISSAU PESO;GWP;0;4;2023
62;GUYANA DOLLAR;GYD;112;4;2023
63;GIBRALTAR POUND;GIP;19206;4;2023
64;HONGKONG DOLLAR;HKD;3011;4;2023
65;LEMPIRA;HNL;962;4;2023
66;KUNA;HRK;3356;4;2023
67;GOURDE;HTG;155;4;2023
68;FORINT;HUF;68;4;2023
69;RUPIAH;IDR;2;4;2023
70;NEW ISRAELI SHEKEL;ILS;6580;4;2023
71;INDIAN RUPEE;INR;287;4;2023
72;IRAQI DINAR;IQD;18;4;2023
73;IRANIAN RIAL;IRR;1;4;2023
74;ICELAND KRONA;ISK;174;4;2023
75;JAMACAN DOLLAR;JMD;157;4;2023
76;JORDANIAN DINAR;JOD;33272;4;2023
77;YEN;JPY;175;4;2023
78;KENYAN SHILING;KES;179;4;2023
79;SOM;KGS;270;4;2023
80;COMORO FRANC;KMF;52;4;2023
81;NORTH KOREAN WON;KPW;182;4;2023
82;WON;KRW;18;4;2023
83;KUWAITI DINAR;KWD;76203;4;2023
84;CAYMAN ISLANDS DOLLAR;KYD;28461;4;2023
85;TENGE;KZT;52;4;2023
86;RIEL;KHR;6;4;2023
87;KIP;LAK;1;4;2023
88;LIBIAN POUND;LBP;2;4;2023
89;SRILANCA RUPEE;LKR;72;4;2023
90;LIBERIAN DOLLAR;LRD;144;4;2023
91;LOTI;LSL;1327;4;2023
92;LITHUANIAN LITAS;LTL;8289;4;2023
93;LUXEMBOURG FRANC;LUF;517;4;2023
94;LEBANESE DINAR;LYD;4952;4;2023
95;MOROCCAN DIRHAM;MAD;2316;4;2023
96;MOLDOVAN LEU;MDL;1289;4;2023
97;MALAGASY ARIARY;MGA;5;4;2023
98;DENAR;MKD;420;4;2023
99;KYAT;MMK;11;4;2023
100;TUGRIK;MNT;7;4;2023
101;PATACA;MOP;2924;4;2023
102;OUGUIYA;MRO;66;4;2023
103;MAURITUS RUPEE;MUR;516;4;2023
104;RUFIYAA;MVR;1532;4;2023
105;KWACHA;ZMK;23;4;2023
106;MAXICAN PESO;MXN;1306;4;2023
107;MEXUNIDAD DE INVERSIOR;MXV;1306;4;2023
108;MALAYSIAN RINGGIT;MYR;5275;4;2023
109;MOZAMBICAN METICAL;MZN;374;4;2023
110;NAMIBIA DOLLAR;NAD;1326;4;2023
111;CORDOBA ORO;NIO;653;4;2023
112;NORWEGIAN KRONE;NOK;2249;4;2023
113;NEPALESE RUPEE;NPR;180;4;2023
114;NEWZELAND DOLLAR;NZD;14629;4;2023
115;NAIRA;NGN;51;4;2023
116;RIAL OMANI;OMR;60572;4;2023
117;BALBOA;PAB;23623;4;2023
118;NUEVO SOL;PEN;6299;4;2023
119;KINA;PGK;6526;4;2023
120;PAKISTAN RUPEE;PKR;83;4;2023
121;ZLOTY;PLN;5358;4;2023
122;GUARANI;PYG;3;4;2023
123;PHILIPINE PESO;PHP;435;4;2023
124;QATARI RIAL;QAR;6490;4;2023
125;RÚP CHUYỂN NHƯỢNG;RCN;23623;4;2023
126;LEU;RON;5215;4;2023
127;RUSSIAN RUBLE (NEW);RUB;311;4;2023
128;RWANDA FRANC;RWF;22;4;2023
129;SAUDI RYAL;SAR;6299;4;2023
130;SOLOMON ISLANDS DOLLAR;SBD;2645;4;2023
131;SEYCHELLESS RUPEE;SCR;1762;4;2023
132;SUDANESE DINAR;SDD;118;4;2023
133;SDR;SDR;0;4;2023
134;SWEDISH KRONA;SEK;2254;4;2023
135;SINGAPORE DOLLAR;SGD;17583;4;2023
136;ST HELENA POUND;SHP;19051;4;2023
137;SLOVAKKORUNA;SKK;1096;4;2023
138;LEONE;SLL;1;4;2023
139;SOMA SHILING;SOS;42;4;2023
140;SURINAME DOLLAR;SRD;659;4;2023
141;DOBRA;STD;1;4;2023
142;EL SALVADOR COLON;SVC;2700;4;2023
143;SYRIAN POUND;SYP;9;4;2023
144;LILANGENI;SZL;1326;4;2023
145;TAJIK RUBLE;TJR;10;4;2023
146;MANAT;TMM;2;4;2023
147;TUNISIAN DINAR;TND;7620;4;2023
148;PAANGA;TOP;9682;4;2023
149;TRINIDAD &TOBACO DOLLAR;TTD;3500;4;2023
150;NEW TAIWAN DOLLAR;TWD;772;4;2023
151;TANZANIAN SHILLING;TZS;10;4;2023
152;BAHT;THB;681;4;2023
153;NEW TURKISH LIRA;TRY;1249;4;2023
154;HRYVNIA;UAH;640;4;2023
155;UGANDA SHILING;UGX;6;4;2023
156;RUP XO VIET;USR;307;4;2023
157;PESO URUGUAYO;UYU;608;4;2023
158;UZBEKISTAN SUM;UZS;2;4;2023
159;BOLIVAR;VEF;0;4;2023
160;VATU;VUV;202;4;2023
161;TALA;WST;8497;4;2023
162;CFA FRANC BEAC;XAF;39;4;2023
163;EAST CARIBEAN DOLLAR;XCD;8749;4;2023
164;CFA FRANC BEAC;XAF;39;4;2023
165;CFP FRANC;XPF;217;4;2023
166;YEMENI RIAL;YER;94;4;2023
167;RAND;ZAR;1326;4;2023
168;KWACHA;ZMK;23;4;2023
;ĐÔLA Mỹ ;USD;23623;4;2023
1;UAE DIRHAM;AED;6432;3;2023
2;AFGHAN AFGHANI;AFN;266;3;2023
3;LEK;ALL;218;3;2023
4;ARMENIAN DRAM;AMD;61;3;2023
5;NETHANTILLIAN GUILDER;ANG;13274;3;2023
6;ANGOLAN KWANZA;AOA;47;3;2023
7;KWANZA REAJUSTADO;AOR;47;3;2023
8;ARGENTINE PESO;ARS;120;3;2023
9;AUSTRALIAN DOLLAR;AUD;16444;3;2023
10;ARUBAN GUILDER;AWG;13274;3;2023
11;AZERBAIJANIAN MANAT;AZN;13898;3;2023
12;CONVERTIBLE MARKS;BAM;12771;3;2023
13;BARBADOS DOLLAR;BBD;11814;3;2023
14;TAKA;BDT;222;3;2023
15;LEV;BGN;12771;3;2023
16;BAHARAINI DINAR;BHD;62176;3;2023
17;BURUNDI TRANC;BIF;11;3;2023
18;BERMUDIAN DOLLAR;BMD;23627;3;2023
19;BRUNEI DOLLAR;BND;17501;3;2023
20;BOLIVIANO;BOB;3444;3;2023
21;MVDOL;BOV;3444;3;2023
22;BRAZILIAN REAL;BRL;4585;3;2023
23;BAHAMIAN DOLLAR;BSD;23627;3;2023
24;NGULTRUM;BTN;286;3;2023
25;PULA;BWP;1772;3;2023
26;BELARUSIAN RUBLE;BYB;1;3;2023
27;BELIZE DOLLAR;BZD;11873;3;2023
28;CANADIAN DOLLAR;CAD;17642;3;2023
29;TRANC CONGOLAIS;CDF;11;3;2023
30;UNIDADES DE FOMENTO;CLF;28;3;2023
31;CHILEAN PESO;CLP;28;3;2023
32;YAN RENMINBI;CNY;3472;3;2023
33;COLOMBIAN PESO;COP;5;3;2023
34;COSTA RICAN COLON;CRC;42;3;2023
35;CZECH KORUNA;CZK;1060;3;2023
36;CUBAN PESO;CUP;984;3;2023
37;CAPE VERDE ESCUDO;CVE;227;3;2023
38;CZECH KORUNA;CZK;1060;3;2023
39;SWISS FRANC;CHF;25663;3;2023
40;EAST GERMAN MARK;DDM;10643;3;2023
41;DEUTSCH MARK;DEM;10643;3;2023
42;DJIBOUTI FRANC;DJF;133;3;2023
43;DANISH KRONE;DKK;3417;3;2023
44;DOMINICAN PESO;DOP;427;3;2023
45;ALGERIAN DINAR;DZD;173;3;2023
46;SUCRE;ECS;1;3;2023
47;UNIDAD DE VALOR CONSTANTE(UVC);ECV;1;3;2023
48;EGYPTIAN POUND;EGP;770;3;2023
49;NAKFA;ERN;1575;3;2023
50;ETHIOPIAN BIRR;ETB;440;3;2023
51;EURO;EUR;25427;3;2023
52;FIJI DOLLAR;FJD;10501;3;2023
53;FALKLAND ISLANDS POUND;FKP;19689;3;2023
54;FRENCH FRANC;FRF;3180;3;2023
55;POUND STERLING;GBP;28752;3;2023
56;LARI;GEL;9122;3;2023
57;CEDI;GHC;3;3;2023
58;DALASI;GMD;384;3;2023
59;GUINEA FRANC;GNF;3;3;2023
60;QUETZAL;GTQ;3029;3;2023
61;GUINEA BISSAU PESO;GWP;-;3;2023
62;GUYANA DOLLAR;GYD;113;3;2023
63;GIBRALTAR POUND;GIP;19689;3;2023
64;HONGKONG DOLLAR;HKD;3012;3;2023
65;LEMPIRA;HNL;964;3;2023
66;KUNA;HRK;3356;3;2023
67;GOURDE;HTG;160;3;2023
68;FORINT;HUF;66;3;2023
69;RUPIAH;IDR;2;3;2023
70;NEW ISRAELI SHEKEL;ILS;6455;3;2023
71;INDIAN RUPEE;INR;287;3;2023
72;IRAQI DINAR;IQD;16;3;2023
73;IRANIAN RIAL;IRR;1;3;2023
74;ICELAND KRONA;ISK;165;3;2023
75;JAMACAN DOLLAR;JMD;155;3;2023
76;JORDANIAN DINAR;JOD;33277;3;2023
77;YEN;JPY;179;3;2023
78;KENYAN SHILING;KES;186;3;2023
79;SOM;KGS;270;3;2023
80;COMORO FRANC;KMF;51;3;2023
81;NORTH KOREAN WON;KPW;182;3;2023
82;WON;KRW;19;3;2023
83;KUWAITI DINAR;KWD;76216;3;2023
84;CAYMAN ISLANDS DOLLAR;KYD;28466;3;2023
85;TENGE;KZT;53;3;2023
86;RIEL;KHR;6;3;2023
87;KIP;LAK;1;3;2023
88;LIBIAN POUND;EBP;2;3;2023
89;SRILANCA RUPEE;LKR;66;3;2023
90;LIBERIAN DOLLAR;LRD;151;3;2023
91;LOTI;LSL;1285;3;2023
92;LITHUANIAN LITAS;LTL;8290;3;2023
93;LUXEMBOURG FRANC;LUF;517;3;2023
94;LEBANESE DINAR;LYD;4882;3;2023
95;MOROCCAN DIRHAM;MAD;2274;3;2023
96;MOLDOVAN LEU;MDL;1255;3;2023
97;MALAGASY ARIARY;MGA;6;3;2023
98;DENAR;MKD;407;3;2023
99;KYAT;MMK;11;3;2023
100;TUGRIK;MNT;7;3;2023
101;PATACA;MOP;2924;3;2023
102;OUGUIYA;MRO;66;3;2023
103;MAURITUS RUPEE;MUR;513;3;2023
104;RUFIYAA;MVR;1532;3;2023
105;KWACHA;ZMK;23;3;2023
106;MAXICAN PESO;MXN;1286;3;2023
107;MEXUNIDAD DE INVERSIOR;MXV;1286;3;2023
108;MALAYSIAN RINGGIT;MYR;5449;3;2023
109;MOZAMBICAN METICAL;MZN;374;3;2023
110;NAMIBIA DOLLAR;NAD;1283;3;2023
111;CORDOBA ORO;NIO;655;3;2023
112;NORWEGIAN KRONE;NOK;2329;3;2023
113;NEPALESE RUPEE;NPR;179;3;2023
114;NEWZELAND DOLLAR;NZD;14997;3;2023
115;NAIRA;NGN;51;3;2023
116;RIAL OMANI;OMR;60582;3;2023
117;BALBOA;PAB;23627;3;2023
118;NUEVO SOL;PEN;6234;3;2023
119;KINA;PGK;6491;3;2023
120;PAKISTAN RUPEE;PKR;91;3;2023
121;ZLOTY;PLN;5369;3;2023
122;GUARANI;PYG;3;3;2023
123;PHILIPINE PESO;PHP;428;3;2023
124;QATARI RIAL;QAR;6491;3;2023
125;RÚP CHUYỂN NHƯỢNG;RCN;23627;3;2023
126;LEU;RON;5092;3;2023
127;RUSSIAN RUBLE (NEW);RUB;329;3;2023
128;RWANDA TRANC;RWF;22;3;2023
129;SAUDI RYAL;SAR;6301;3;2023
130;SOLOMON ISLANDS DOLLAR;SBD;2694;3;2023
131;SEYCHELLESS RUPEE;SCR;1771;3;2023
132;SUDANESE DINAR;SDD;118;3;2023
133;SDR;SDR;-;3;2023
134;SWEDISH KRONA;SEK;2264;3;2023
135;SINGAPORE DOLLAR;SGD;17821;3;2023
136;ST HELENA POUND;SUP;19366;3;2023
137;SLOVAKKORUNA;SKK;1096;3;2023
138;LEONE;SLL;1;3;2023
139;SOMA SHILING;SOS;42;3;2023
140;SURINAME DOLLAR;SRD;711;3;2023
141;DOBRA;STD;1;3;2023
142;EL SALVADOR COLON;SVC;2700;3;2023
143;SYRIAN POUND;SYP;9;3;2023
144;LILANGENI;SZL;1284;3;2023
145;TAJIK RUBLE;TJR;10;3;2023
146;MANAT;TMM;2;3;2023
147;TUNISIAN DINAR;END;7501;3;2023
148;PAANGA;TOP;9683;3;2023
149;TRINIDAD &TOBACO DOLLAR;TTD;3505;3;2023
150;NEW TAIWAN DOLLAR;TWD;783;3;2023
151;TANZANIAN SHILLING;TZS;10;3;2023
152;BAHT;THB;703;3;2023
153;NEW TURKISH LIRA;TRY;1254;3;2023
154;HRYVNIA;UAH;646;3;2023
155;UGANDA SHILING;UGX;6;3;2023
156;RUP XO VIET;USR;317;3;2023
157;PESO URUGUAYO;UYU;610;3;2023
158;UZBEKISTAN SUM;UZS;2;3;2023
159;BOLIVAR;VEF;-;3;2023
160;VATU;VUV;200;3;2023
161;TALA;WST;8468;3;2023
162;CFA TRANC BEAC;XAF;38;3;2023
163;EAST CARIBEAN DOLLAR;XCD;8751;3;2023
164;CFA TRANC BEAC;XAF;38;3;2023
165;CFP TRANC;XPF;210;3;2023
166;YEMENI RIAL;YER;95;3;2023
167;RAND;ZAR;1283;3;2023
168;KWACHA;ZMK;23;3;2023
;ĐÔLA Mỹ ;USD;23627;3;2023
1;UAE DIRHAM;AED;6428;2;2023
2;AFGHAN AFGHANI;AFN;263;2;2023
3;LEK;ALL;221;2;2023
4;ARMENIAN DRAM;AMD;60;2;2023
5;NETHANTILLIAN GUILDER;ANG;13261;2;2023
6;ANGOLAN KWANZA;AOA;47;2;2023
7;KWANZA REAJUSTADO;AOR;47;2;2023
8;ARGENTINE PESO;ARS;127;2;2023
9;AUSTRALIAN DOLLAR;AUD;16304;2;2023
10;ARUBAN GUILDER;AWG;13261;2;2023
11;AZERBAIJANIAN MANAT;AZN;13885;2;2023
12;CONVERTIBLE MARKS;BAM;13114;2;2023
13;BARBADOS DOLLAR;BBD;11803;2;2023
14;TAKA;BDT;223;2;2023
15;LEV;BGN;13114;2;2023
16;BAHARAINI DINAR;BHD;62118;2;2023
17;BURUNDI FRANC;BIF;12;2;2023
18;BERMUDIAN DOLLAR;BMD;23605;2;2023
19;BRUNEI DOLLAR;BND;18019;2;2023
20;BOLIVIANO;BOB;3446;2;2023
21;MVDOL;BOV;3446;2;2023
22;BRAZILIAN REAL;BRL;4511;2;2023
23;BAHAMIAN DOLLAR;BSD;23605;2;2023
24;NGULTRUM;BTN;290;2;2023
25;PULA;BWP;1834;2;2023
26;BELARUSIAN RUBLE;BYB;1;2;2023
27;BELIZE DOLLAR;BZD;11862;2;2023
28;CANADIAN DOLLAR;CAD;17537;2;2023
29;FRANC CONGOLAIS;CDF;12;2;2023
30;UNIDADES DE FOMENTO;CLF;29;2;2023
31;CHILEAN PESO;CLP;29;2;2023
32;YAN RENMINBI;CNY;3461;2;2023
33;COLOMBIAN PESO;COP;5;2;2023
34;COSTA RICAN COLON;CRC;43;2;2023
35;CZECH KORUNA;CZK;1075;2;2023
36;CUBAN PESO;CUP;984;2;2023
37;CAPE VERDE ESCUDO;CVE;232;2;2023
38;CZECH KORUNA;CZK;1075;2;2023
39;SWISS FRANC;CHF;25577;2;2023
40;EAST GERMAN MARK;DDM;10633;2;2023
41;DEUTSCH MARK;DEM;10633;2;2023
42;DJIBOUTI FRANC;DJF;133;2;2023
43;DANISH KRONE;DKK;3407;2;2023
44;DOMINICAN PESO;DOP;418;2;2023
45;ALGERIAN DINAR;DZD;175;2;2023
46;SUCRE;ECS;1;2;2023
47;UNIDAD DE VALOR CONSTANTE (UVC);ECV;1;2;2023
48;EGYPTIAN POUND;EGP;785;2;2023
49;NAKFA;ERN;1574;2;2023
50;ETHIOPIAN BIRR;ETB;442;2;2023
51;EURO;EUR;25333;2;2023
52;FIJI DOLLAR;FJD;10779;2;2023
53;FALKLAND ISLANDS POUND;FKP;19036;2;2023
54;FRENCH FRANC;FRF;3177;2;2023
55;POUND STERLING;GBP;28744;2;2023
56;LARI;GEL;9044;2;2023
57;CEDI;GHC;3;2;2023
58;DALASI;GMD;384;2;2023
59;GUINEA FRANC;GNF;3;2;2023
60;QUETZAL;GTQ;3011;2;2023
61;GUINEA BISSAU PESO;GWP;0;2;2023
62;GUYANA DOLLAR;GYD;112;2;2023
63;GIBRALTAR POUND;GIP;19036;2;2023
64;HONGKONG DOLLAR;HKD;3021;2;2023
65;LEMPIRA;HNL;963;2;2023
66;KUNA;HRK;3353;2;2023
67;GOURDE;HTG;159;2;2023
68;FORINT;HUF;66;2;2023
69;RUPIAH;IDR;2;2;2023
70;NEW ISRAELI SHEKEL;ILS;6822;2;2023
71;INDIAN RUPEE;INR;288;2;2023
72;IRAQI DINAR;IQD;16;2;2023
73;IRANIAN RIAL;IRR;1;2;2023
74;ICELAND KRONA;ISK;168;2;2023
75;JAMACAN DOLLAR;JMD;154;2;2023
76;JORDANIAN DINAR;JOD;33246;2;2023
77;YEN;JPY;180;2;2023
78;KENYAN SHILING;KES;190;2;2023
79;SOM;KGS;274;2;2023
80;COMORO FRANC;KMF;52;2;2023
81;NORTH KOREAN WON;KPW;182;2;2023
82;WON;KRW;19;2;2023
83;KUWAITI DINAR;KWD;76145;2;2023
84;CAYMAN ISLANDS DOLLAR;KYD;28440;2;2023
85;TENGE;KZT;51;2;2023
86;RIEL;KHR;6;2;2023
87;KIP;LAK;1;2;2023
88;LIBIAN POUND;LBP;16;2;2023
89;SRILANCA RUPEE;LKR;65;2;2023
90;LIBERIAN DOLLAR;LRD;152;2;2023
91;LOTI;LSL;1358;2;2023
92;LITHUANIAN LITAS;LTL;8282;2;2023
93;LUXEMBOURG FRANC;LUF;517;2;2023
94;LEBANESE DINAR;LYD;4969;2;2023
95;MOROCCAN DIRHAM;MAD;2319;2;2023
96;MOLDOVAN LEU;MDL;1264;2;2023
97;MALAGASY ARIARY;MGA;6;2;2023
98;DENAR;MKD;418;2;2023
99;KYAT;MMK;11;2;2023
100;TUGRIK;MNT;7;2;2023
101;PATACA;MOP;2933;2;2023
102;OUGUIYA;MRO;66;2;2023
103;MAURITUS RUPEE;MUR;533;2;2023
104;RUFIYAA;MVR;1531;2;2023
105;KWACHA;ZMK;23;2;2023
106;MAXICAN PESO;MXN;1258;2;2023
107;MEXUNIDAD DE INVERSIOR;MXV;1258;2;2023
108;MALAYSIAN RINGGIT;MYR;5411;2;2023
109;MOZAMBICAN METICAL;MZN;373;2;2023
110;NAMIBIA DOLLAR;NAD;1362;2;2023
111;CORDOBA ORO;NIO;654;2;2023
112;NORWEGIAN KRONE;NOK;2380;2;2023
113;NEPALESE RUPEE;NPR;181;2;2023
114;NEWZELAND DOLLAR;NZD;15069;2;2023
115;NAIRA;NGN;51;2;2023
116;RIAL OMANI;OMR;60526;2;2023
117;BALBOA;PAB;23605;2;2023
118;NUEVO SOL;PEN;6147;2;2023
119;KINA;PGK;6503;2;2023
120;PAKISTAN RUPEE;PKR;90;2;2023
121;ZLOTY;PLN;5403;2;2023
122;GUARANI;PYG;3;2;2023
123;PHILIPINE PESO;PHP;433;2;2023
124;QATARI RIAL;QAR;6467;2;2023
125;RÚP CHUYỂN NHƯỢNG;RCN;23605;2;2023
126;LEU;RON;5211;2;2023
127;RUSSIAN RUBLE (NEW);RUB;339;2;2023
128;RWANDA FRANC;RWF;22;2;2023
129;SAUDI RYAL;SAR;6295;2;2023
130;SOLOMON ISLANDS DOLLAR;SBD;2692;2;2023
131;SEYCHELLESS RUPEE;SCR;1709;2;2023
132;SUDANESE DINAR;SDD;118;2;2023
133;SDR;SDR;0;2;2023
134;SWEDISH KRONA;SEK;2267;2;2023
135;SINGAPORE DOLLAR;SGD;17748;2;2023
136;ST HELENA POUND;SHP;19036;2;2023
137;SLOVAKKORUNA;SKK;1095;2;2023
138;LEONE;SLL;1;2;2023
139;SOMA SHILING;SOS;42;2;2023
140;SURINAME DOLLAR;SRD;731;2;2023
141;DOBRA;STD;1;2;2023
142;EL SALVADOR COLON;SVC;2698;2;2023
143;SYRIAN POUND;SYP;9;2;2023
144;LILANGENI;SZL;1358;2;2023
145;TAJIK RUBLE;TJR;10;2;2023
146;MANAT;TMM;2;2;2023
147;TUNISIAN DINAR;TND;7714;2;2023
148;PAANGA;TOP;9795;2;2023
149;TRINIDAD &TOBACO DOLLAR;TTD;3492;2;2023
150;NEW TAIWAN DOLLAR;TWD;774;2;2023
151;TANZANIAN SHILLING;TZS;10;2;2023
152;BAHT;THB;704;2;2023
153;NEW TURKISH LIRA;TRY;1261;2;2023
154;HRYVNIA;UAH;646;2;2023
155;UGANDA SHILING;UGX;6;2;2023
156;RUP XO VIET;USR;336;2;2023
157;PESO URUGUAYO;UYU;611;2;2023
158;UZBEKISTAN SUM;UZS;2;2;2023
159;BOLIVAR;VEF;0;2;2023
160;VATU;VUV;206;2;2023
161;TALA;WST;8678;2;2023
162;CFA FRANC BEAC;XAF;39;2;2023
163;EAST CARIBEAN DOLLAR;XCD;8743;2;2023
164;CFA FRANC BEAC;XAF;39;2;2023
165;CFP FRANC;XPF;215;2;2023
166;YEMENI RIAL;YER;94;2;2023
167;RAND;ZAR;1362;2;2023
168;KWACHA;ZMK;23;2;2023
;ĐÔLA Mỹ ;USD;23605;2;2023
1;UAE DIRHAM;AED;6441;1;2023
2;AFGHAN AFGHANI;AFN;265;1;2023
3;LEK;ALL;222;1;2023
4;ARMENIAN DRAM;AMD;60;1;2023
5;NETHANTILLIAN GUILDER;ANG;13285;1;2023
6;ANGOLAN KWANZA;AOA;47;1;2023
7;KWANZA REAJUSTADO;AOR;47;1;2023
8;ARGENTINE PESO;ARS;134;1;2023
9;AUSTRALIAN DOLLAR;AUD;15919;1;2023
10;ARUBAN GUILDER;AWG;13285;1;2023
11;AZERBAIJANIAN MANAT;AZN;13910;1;2023
12;CONVERTIBLE MARKS;BAM;12922;1;2023
13;BARBADOS DOLLAR;BBD;11824;1;2023
14;TAKA;BDT;230;1;2023
15;LEV;BGN;12922;1;2023
16;BAHARAINI DINAR;BHD;62229;1;2023
17;BURUNDI FRANC;BIF;12;1;2023
18;BERMUDIAN DOLLAR;BMD;23647;1;2023
19;BRUNEI DOLLAR;BND;17647;1;2023
20;BOLIVIANO;BOB;3447;1;2023
21;MVDOL;BOV;3447;1;2023
22;BRAZILIAN REAL;BRL;4502;1;2023
23;BAHAMIAN DOLLAR;BSD;23647;1;2023
24;NGULTRUM;BTN;286;1;2023
25;PULA;BWP;1847;1;2023
26;BELARUSIAN RUBLE;BYB;1;1;2023
27;BELIZE DOLLAR;BZD;11883;1;2023
28;CANADIAN DOLLAR;CAD;17411;1;2023
29;FRANC CONGOLAIS;CDF;12;1;2023
30;UNIDADES DE FOMENTO;CLF;28;1;2023
31;CHILEAN PESO;CLP;28;1;2023
32;YAN RENMINBI;CNY;3373;1;2023
33;COLOMBIAN PESO;COP;5;1;2023
34;COSTA RICAN COLON;CRC;40;1;2023
35;CZECH KORUNA;CZK;1042;1;2023
36;CUBAN PESO;CUP;985;1;2023
37;CAPE VERDE ESCUDO;CVE;229;1;2023
38;CZECH KORUNA;CZK;1042;1;2023
39;SWISS FRANC;CHF;25238;1;2023
40;EAST GERMAN MARK;DDM;10652;1;2023
41;DEUTSCH MARK;DEM;10652;1;2023
42;DJIBOUTI FRANC;DJF;133;1;2023
43;DANISH KRONE;DKK;3345;1;2023
44;DOMINICAN PESO;DOP;422;1;2023
45;ALGERIAN DINAR;DZD;173;1;2023
46;SUCRE;ECS;1;1;2023
47;UNIDAD DE VALOR CONSTANTE (UVC);ECV;1;1;2023
48;EGYPTIAN POUND;EGP;956;1;2023
49;NAKFA;ERN;1576;1;2023
50;ETHIOPIAN BIRR;ETB;443;1;2023
51;EURO;EUR;24872;1;2023
52;FIJI DOLLAR;FJD;10604;1;2023
53;FALKLAND ISLANDS POUND;FKP;19706;1;2023
54;FRENCH FRANC;FRF;3183;1;2023
55;POUND STERLING;GBP;28718;1;2023
56;LARI;GEL;8857;1;2023
57;CEDI;GHC;3;1;2023
58;DALASI;GMD;386;1;2023
59;GUINEA FRANC;GNF;3;1;2023
60;QUETZAL;GTQ;3016;1;2023
61;GUINEA BISSAU PESO;GWP;0;1;2023
62;GUYANA DOLLAR;GYD;114;1;2023
63;GIBRALTAR POUND;GIP;19706;1;2023
64;HONGKONG DOLLAR;HKD;3036;1;2023
65;LEMPIRA;HNL;963;1;2023
66;KUNA;HRK;3345;1;2023
